Date,Description,Original Description,Amount,Transaction Type,Category,Account Name,Labels,Notes
2/21/17,Pacific Supermarket,PACIFIC SUPERMARKET SO,18.17,debit,Groceries,CREDIT CARD,,
2/21/17,ATM Withdrawal,ATM WITHDRAWAL008892  02/182248 WEST,40,debit,Cash & ATM,CHASE COLLEGE,,
2/21/17,Fastrak,FASTRAK CSC 415-486-8655 CA,25,debit,Auto & Transport,BankAmericard Travel Rewards Visa Signature,,
2/20/17,Trader Joe's,TRADER JOE'S #170  QPS,114.98,debit,Groceries,CREDIT CARD,,
2/19/17,Philz Coffee,SQ *PHILZ COFFEE,7,debit,Coffee Shops,CREDIT CARD,,
2/19/17,Ramen Dojo,RAMEN DOJO,52.61,debit,Fast Food,CREDIT CARD,,
2/19/17,Amazon Kindle,Amazon Services-Kindle 866-321-8851 WA,12.72,debit,Books,Costco Anywhere Visa Card by Citi,,
2/17/17,Charlies Taqueria,CHARLIES TAQUERIA,16.39,debit,Restaurants,CREDIT CARD,,
2/17/17,Costco Gas,COSTCO GAS #0422,39.87,debit,Gas & Fuel,CREDIT CARD,,
2/17/17,Wf Efs Stdnt,WF EFS STDNT LN  AUTOPAYPPD ID: WFEFSHELMS,1253.95,debit,Student Loan,CHASE COLLEGE,,
2/16/17,Trader Joe's,TRADER JOE'S #187  QPS,10.91,debit,Groceries,CREDIT CARD,,
2/16/17,Cmsvend Cv Bay,CMSVEND*CV BAY AREA VEND,0.25,debit,Food & Dining,CREDIT CARD,,
2/15/17,Fluidigm Cor Osv,Fluidigm Cor-OSV EDI PYMNTSPPD ID: 3263101267,1559.59,credit,Income,CHASE COLLEGE,,
2/15/17,Fedloanservicing Stdnt Loan,FEDLOANSERVICING STDNT LOAN 6LM2Q4BT161     WEB ID: 9102000802,50,debit,Student Loan,CHASE COLLEGE,,
2/14/17,Pacific Supermarket,PACIFIC SUPERMARKET SO,4.38,debit,Groceries,CREDIT CARD,,
2/14/17,Safeway,SAFEWAY STORE 00028787,22.68,debit,Groceries,CREDIT CARD,,
2/14/17,Dept Education Student,DEPT EDUCATION   STUDENT LNPPD ID: 9102001001,228.68,debit,Student Loan,CHASE COLLEGE,,
2/14/17,Citi Online Web,CITI CARD ONLINE PAYMENT    122251264905330 WEB ID: CITICTP,73.82,debit,Credit Card Payment,CHASE COLLEGE,,
2/13/17,Transfer from CHASE COLLEGE,"ONLINE PAYMENT, THANK YOU",73.82,credit,Credit Card Payment,Costco Anywhere Visa Card by Citi,,
2/13/17,Trader Joe's,TRADER JOE'S #170  QPS,126.97,debit,Groceries,CREDIT CARD,,
2/13/17,Transfer from CHASE COLLEGE,Payment Thank You-Mobile,222.22,credit,Credit Card Payment,CREDIT CARD,,
2/13/17,Wf Efs Stdnt,WF EFS STDNT LN  AUTOPAYPPD ID: 2411745897,50.11,debit,Student Loan,CHASE COLLEGE,,
2/13/17,ATM Withdrawal,ATM WITHDRAWAL005387  02/11101 WESTE,40,debit,Personal Care,CHASE COLLEGE,,
2/13/17,Transfer to CREDIT CARD,Payment to Chase card ending in3982,222.22,debit,Credit Card Payment,CHASE COLLEGE,,
2/12/17,Ali Baba Ssf,ALI BABA - SSF,23.38,debit,Restaurants,CREDIT CARD,,
2/10/17,Flyers,FLYERS  219 *,49.27,debit,Gas & Fuel,CREDIT CARD,,
2/9/17,Amazon,Amazon.com AMZN.COM/BILLWA,52.19,credit,Transfer,Costco Anywhere Visa Card by Citi,,
2/9/17,GameStop,GAMESTOP #1846,65.24,debit,Shopping,CREDIT CARD,,
2/7/17,Amazon,Amazon.com AMZN.COM/BILLWA,52.19,debit,Transfer,Costco Anywhere Visa Card by Citi,,
2/7/17,Pacific Supermarket,PACIFIC SUPERMARKET SO,34.05,debit,Groceries,CREDIT CARD,,
2/7/17,Pacific Supermarket,PACIFIC SUPERMARKET SO,0.59,debit,Groceries,CREDIT CARD,,
2/6/17,Trader Joe's,TRADER JOE'S #170  QPS,49.69,debit,Groceries,CREDIT CARD,,
2/6/17,Transfer from CHASE COLLEGE,Payment Thank You-Mobile,254.3,credit,Credit Card Payment,CREDIT CARD,,
2/6/17,Transfer to CREDIT CARD,Payment to Chase card ending in3982,254.3,debit,Credit Card Payment,CHASE COLLEGE,,
2/6/17,ATM Withdrawal,ATM WITHDRAWAL004285  02/04101 WESTE,40,debit,Food & Dining,CHASE COLLEGE,,
2/6/17,Online Transfer Mo,Online Transfer 5987677998 to Mom #####7213 transaction #: 59876,100,debit,Transfer,CHASE COLLEGE,,
2/5/17,Nordstrom,NORDSTROM #0427,238.7,debit,Shopping,CREDIT CARD,,
2/5/17,BART,BART SO. SF STATIONQPS,15.6,debit,Auto & Transport,CREDIT CARD,,
2/3/17,Flyers,FLYERS 219 * SOUTH SAN FRACA,44.46,debit,Gas & Fuel,Costco Anywhere Visa Card by Citi,,
2/2/17,Citi Online Web,CITI CARD ONLINE PAYMENT    122240706064363 WEB ID: CITICTP,320.48,debit,Credit Card Payment,CHASE COLLEGE,,
2/2/17,Venmo,VENMO            PAYMENT    407384163       WEB ID: 3264681992,78,debit,Mortgage & Rent,CHASE COLLEGE,,
2/2/17,Schwab Bank P,SCHWAB BANK      P2P        TYLER FREITAS   WEB ID: 3615220001,290.65,credit,Transfer,CHASE COLLEGE,,
2/2/17,Wells Fargo Efs,WELLS FARGO EFS  EFSPYMT    112328469814001 WEB ID: INTFIPYEFS,1000,debit,Student Loan,CHASE COLLEGE,,
2/1/17,Withdrawal,Electronic Withdrawal,290.65,debit,Cash & ATM,Investor Checking,,
2/1/17,Withdrawal,Electronic Withdrawal,290.65,debit,Cash & ATM,Investor Checking,,
2/1/17,Withdrawal,Electronic Withdrawal,290.65,debit,Cash & ATM,Investor Checking,,
2/1/17,Patreon Ca,PAYPAL *PATREON 402-935-7733 CA,1,debit,Entertainment,Costco Anywhere Visa Card by Citi,,
2/1/17,Transfer from CHASE COLLEGE,"ONLINE PAYMENT, THANK YOU",320.48,credit,Credit Card Payment,Costco Anywhere Visa Card by Citi,,
2/1/17,Schwab Bank P,SCHWAB BANK      P2P        TYLER FREITAS   WEB ID: 3615220001,1000,credit,Transfer,CHASE COLLEGE,,
2/1/17,Transfer to CHASE COLLEGE,Electronic Withdrawal,290.65,debit,Transfer,Investor Checking,,
1/31/17,Withdrawal,Electronic Withdrawal,1000,debit,Cash & ATM,Investor Checking,,
1/31/17,Interest Paid,Interest Paid,0.01,credit,Interest Income,Investor Checking,,
1/31/17,Citi Online,CITI CARD ONLINE PAYMENT 170130,1487.36,debit,Credit Card Payment,Investor Checking,,
1/31/17,Withdrawal,Electronic Withdrawal,1000,debit,Cash & ATM,Investor Checking,,
1/31/17,Citi Online,CITI CARD ONLINE PAYMENT 170130,1487.36,debit,Credit Card Payment,Investor Checking,,
1/31/17,Interest Paid,Interest Paid,0.01,credit,Interest Income,Investor Checking,,
1/31/17,Withdrawal,Electronic Withdrawal,1000,debit,Cash & ATM,Investor Checking,,
1/31/17,Interest Paid,Interest Paid,0.01,credit,Interest Income,Investor Checking,,
1/31/17,Citi Online,CITI CARD ONLINE PAYMENT 170130,1487.36,debit,Credit Card Payment,Investor Checking,,
1/31/17,Citi Online,CITI CARD ONLINE PAYMENT 170130,1487.36,debit,Credit Card Payment,Investor Checking,,
1/31/17,Withdrawal,Electronic Withdrawal,1000,debit,Cash & ATM,Investor Checking,,
1/31/17,Interest Paid,Interest Paid,0.01,credit,Interest Income,Investor Checking,,
1/31/17,Amazon,AMAZON MKTPLACE PMTS AMZN.COM/BILLWA,22.61,debit,Shopping,Costco Anywhere Visa Card by Citi,,
1/31/17,Fluidigm Cor Osv,Fluidigm Cor-OSV EDI PYMNTSPPD ID: 3263101267,1559.71,credit,Income,CHASE COLLEGE,,
1/31/17,Interest Paid,Interest Paid,0.01,credit,Interest Income,Investor Checking,,
1/31/17,Transfer to CHASE COLLEGE,Electronic Withdrawal,1000,debit,Transfer,Investor Checking,,
1/31/17,Transfer to Costco Anywhere Visa Card by Citi,CITI CARD ONLINE PAYMENT 170130,1487.36,debit,Credit Card Payment,Investor Checking,,
1/30/17,Internal Revenue Service,IRS TREAS 310 TAX REF 013017~ Tran: ACH,2050,credit,Federal Tax,Investor Checking,,
1/30/17,CA State Tax,FRANCHISE TAX BD CASTTAXRFD 012517~ Tran,728,credit,State Tax,Investor Checking,,
1/30/17,Internal Revenue Service,IRS TREAS 310 TAX REF 013017~ Tran: ACH,2050,credit,Federal Tax,Investor Checking,,
1/30/17,CA State Tax,FRANCHISE TAX BD CASTTAXRFD 012517~ Tran,728,credit,State Tax,Investor Checking,,
1/30/17,CA State Tax,FRANCHISE TAX BD CASTTAXRFD 012517~ Tran,728,credit,State Tax,Investor Checking,,
1/30/17,Internal Revenue Service,IRS TREAS 310 TAX REF 013017~ Tran: ACH,2050,credit,Federal Tax,Investor Checking,,
1/30/17,CA State Tax,FRANCHISE TAX BD CASTTAXRFD 012517~ Tran,728,credit,State Tax,Investor Checking,,
1/30/17,Internal Revenue Service,IRS TREAS 310 TAX REF 013017~ Tran: ACH,2050,credit,Federal Tax,Investor Checking,,
1/30/17,Peet's Coffee,PEETS 13802 VACAVILLE CA,5.75,debit,Coffee Shops,Costco Anywhere Visa Card by Citi,,
1/30/17,Trader Joe's,TRADER JOE'S #182 QPS DAVIS CA,5.48,debit,Groceries,Costco Anywhere Visa Card by Citi,,
1/30/17,Keith Grote,KEITH GROTE DMD DAVIS CA,95,debit,Dentist,Costco Anywhere Visa Card by Citi,,
1/30/17,Transfer from CHASE COLLEGE,BA ELECTRONIC PAYMENT,125.34,credit,Credit Card Payment,BankAmericard Travel Rewards Visa Signature,,
1/30/17,Transfer from Investor Checking,"ONLINE PAYMENT, THANK YOU",1487.36,credit,Credit Card Payment,Costco Anywhere Visa Card by Citi,,
1/30/17,Arco,ARCO PAYPOINT DAVIS CA01/30,43.51,debit,Gas & Fuel,CHASE COLLEGE,,
1/30/17,Costco,COSTCO WHSE #1003 WOODLAND CA01/30 Purchase $77.99 Cash Back,137.99,debit,Groceries,CHASE COLLEGE,,
1/30/17,Transfer to BankAmericard Travel Rewards Visa Signature,BK OF AMER MC    ONLINE PMT CKF875671084POS WEB ID: 9500000000,125.34,debit,Credit Card Payment,CHASE COLLEGE,,
1/30/17,Internal Revenue Service,IRS TREAS 310 TAX REF 013017~ Tran: ACH,2050,credit,Federal Tax,Investor Checking,,
1/30/17,CA State Tax,FRANCHISE TAX BD CASTTAXRFD 012517~ Tran,728,credit,State Tax,Investor Checking,,
1/29/17,Lola Market,LOLA'S MARKET PETALUMA CA,3.27,debit,Groceries,Costco Anywhere Visa Card by Citi,,
1/29/17,Safeway,SAFEWAY STORE 00024562 PETALUMA CA,24.22,debit,Groceries,Costco Anywhere Visa Card by Citi,,
1/29/17,Trader Joe's,TRADER JOE'S #107 QPS PETALUMA CA,80.69,debit,Groceries,Costco Anywhere Visa Card by Citi,,
1/28/17,Brewsters Beer Garden,BREWSTERS BEER GARDEN PETALUMA CA,45.05,debit,Alcohol & Bars,Costco Anywhere Visa Card by Citi,,
1/28/17,24 Hour Fitness,"24HOUR FITNESS USA,INC 800-432-6348 CA",49.99,debit,Gym,BankAmericard Travel Rewards Visa Signature,,
1/27/17,Cmsvend Cv Bay,CMSVEND*CV BAY AREA VEND SAN JOSE CA,0.25,debit,Fast Food,Costco Anywhere Visa Card by Citi,,
1/27/17,Sol Food,SOL FOOD LA BODEGA SAN RAFAEL CA,66.52,debit,Restaurants,Costco Anywhere Visa Card by Citi,,
1/27/17,Costco,COSTCO.COM *ONLINE 800-955-2292 WA,206.08,debit,Shopping,Costco Anywhere Visa Card by Citi,,
1/26/17,Amazon,AMAZON.COM AMZN.COM/BILL AMZN.COM/BILLWA,489.23,debit,Shopping,Costco Anywhere Visa Card by Citi,,
1/26/17,Amazon,AMAZON MKTPLACE PMTS AMZN.COM/BILLWA,17.39,debit,Shopping,Costco Anywhere Visa Card by Citi,,
1/26/17,Amazon,AMAZON.COM AMZN.COM/BILL AMZN.COM/BILLWA,21.59,debit,Shopping,Costco Anywhere Visa Card by Citi,,
1/25/17,Cmsvend Cv Bay,CMSVEND*CV BAY AREA VEND SAN JOSE CA,0.25,debit,Fast Food,Costco Anywhere Visa Card by Citi,,
1/24/17,Flyers,FLYERS 219 * SOUTH SAN FRACA,49.69,debit,Gas & Fuel,Costco Anywhere Visa Card by Citi,,
1/23/17,Uber.com,UBER US JAN21 AFBXQ HELP.UBER.COMCA,20.36,debit,Rental Car & Taxi,BankAmericard Travel Rewards Visa Signature,,
1/22/17,Trader Joe's,TRADER JOE'S #170 QPS MILLBRAE CA,103.61,debit,Groceries,Costco Anywhere Visa Card by Citi,,
1/21/17,Peet's Coffee,SAN PEETS T2W SAN DIEGO CA,7.65,debit,Coffee Shops,Costco Anywhere Visa Card by Citi,,
1/20/17,Peet's Coffee,PEETS 20302 SAN JOSE CA,5,debit,Coffee Shops,Costco Anywhere Visa Card by Citi,,
1/20/17,Jersey Mike's,JERSEY MIKE'S 20110 BAKERSFIELD CA,17.37,debit,Fast Food,Costco Anywhere Visa Card by Citi,,
1/19/17,Nintendo Digital,NINTENDO DIGITAL 800-255-3700 WA,20,debit,Entertainment,BankAmericard Travel Rewards Visa Signature,,
1/18/17,Fedloanservicing Stdnt Loan,FEDLOANSERVICING STDNT LOAN 6LKCDTVA6T1     WEB ID: 9102000802,50,debit,Student Loan,CHASE COLLEGE,,
1/17/17,Fastrak,FASTRAK CSC 415-486-8655 CA,25,debit,Auto & Transport,BankAmericard Travel Rewards Visa Signature,,
1/17/17,Bk Amer Online,BK OF AMER MC    ONLINE PMT CKF875671084POS WEB ID: 9500000000,200.06,debit,Credit Card Payment,CHASE COLLEGE,,
1/17/17,Citi Online Web,CITI CARD ONLINE PAYMENT    112224680793951 WEB ID: CITICTP,861.01,debit,Credit Card Payment,CHASE COLLEGE,,
1/16/17,iTunes,APL* ITUNES.COM/BILL 866-712-7753 CA,9.99,debit,Entertainment,BankAmericard Travel Rewards Visa Signature,,
1/16/17,Transfer from CHASE COLLEGE,BA ELECTRONIC PAYMENT,200.06,credit,Credit Card Payment,BankAmericard Travel Rewards Visa Signature,,
1/15/17,Crestmoor Auto Center,CRESTMOOR AUTO CENTER SAN BRUNO CA,45.37,debit,Gas & Fuel,Costco Anywhere Visa Card by Citi,,
1/15/17,Trader Joe's,TRADER JOE'S #170 QPS MILLBRAE CA,84.09,debit,Groceries,Costco Anywhere Visa Card by Citi,,
1/14/17,Alpenrose Inn,ALPENROSE INN INC SOUTH LAKE TACA,136.28,debit,Entertainment,Costco Anywhere Visa Card by Citi,,
1/13/17,Strawberry Lodge Hotel,STRAWBERRY LODGE HOTEL KYBURZ CA,159.5,credit,Credit Card Payment,Costco Anywhere Visa Card by Citi,,
1/13/17,E Street Plaza,E STREET PLAZA PARKING DAVIS CA,0.4,debit,Parking,Costco Anywhere Visa Card by Citi,,
1/13/17,Sierra Ski Shop,SIERRA SKI SHOP TWIN BRIDGES CA,112.57,debit,Entertainment,Costco Anywhere Visa Card by Citi,,
1/13/17,Pantry By Byte,PANTRY BY BYTE FOODS SAN RAFAEL CA,7.5,debit,Groceries,Costco Anywhere Visa Card by Citi,,
1/13/17,Island Grill,DOT ISLAND GRILL DAVIS CA,23.79,debit,Restaurants,Costco Anywhere Visa Card by Citi,,
1/13/17,Transfer from CHASE COLLEGE,"ONLINE PAYMENT, THANK YOU",861.01,credit,Credit Card Payment,Costco Anywhere Visa Card by Citi,,
1/13/17,Dept Education Student,DEPT EDUCATION   STUDENT LNPPD ID: 9102001001,228.68,debit,Student Loan,CHASE COLLEGE,,
1/13/17,Fluidigm Cor Osv,Fluidigm Cor-OSV EDI PYMNTSPPD ID: 3263101267,1559.57,credit,Income,CHASE COLLEGE,,
1/12/17,Strawberry Lodge,STRAWBERRY LODGE HOTEL KYBURZ CA,319,debit,Entertainment,Costco Anywhere Visa Card by Citi,,
1/12/17,Arco,ARCO PAYPOINT CAMERON PARK CA01/12,32.41,debit,Gas & Fuel,CHASE COLLEGE,,
1/12/17,Wf Efs Stdnt,WF EFS STDNT LN  AUTOPAYPPD ID: 2411745897,50.11,debit,Student Loan,CHASE COLLEGE,,
1/10/17,Tickets.Com,GET SKI TICKETS.COM LLC 970-3933978 CO,320,debit,Entertainment,Costco Anywhere Visa Card by Citi,,
1/10/17,Virgin America,VIRGIN AMER 9842149272547SAN FRANCISCOCA,169.2,debit,Air Travel,BankAmericard Travel Rewards Visa Signature,,
1/10/17,Eggettes,SQ *EGGETTES-MILLBRAE Millbrae CA,3.25,debit,Restaurants,BankAmericard Travel Rewards Visa Signature,,
1/9/17,Kwik Serv Westborough,KWIK SERV WESTBOROUGH S SAN FRAN CA,45.74,debit,Gas & Fuel,Costco Anywhere Visa Card by Citi,,
1/9/17,Valero,PETALUMA VALERO PETALUMA CA010853  01/07,10.11,debit,Gas & Fuel,CHASE COLLEGE,,
1/9/17,ATM Withdrawal,ATM WITHDRAWAL009570  01/07101 WESTE,40,debit,Personal Care,CHASE COLLEGE,,
1/7/17,Walt's Automotive,WALT`S AUTOMOTIVE PETALUMA CA,75.81,debit,Service & Parts,Costco Anywhere Visa Card by Citi,,
1/7/17,Pantry By Byte,PANTRY BY BYTE FOODS SAN RAFAEL CA,7.5,debit,Groceries,Costco Anywhere Visa Card by Citi,,
1/7/17,Trader Joe's,TRADER JOE'S #187 QPS SO SAN FRAN CA,109.08,debit,Groceries,Costco Anywhere Visa Card by Citi,,
1/7/17,Pacific Supermarket,PACIFIC SUPERMARKET SO S SAN FRAN CA,8.86,debit,Groceries,Costco Anywhere Visa Card by Citi,,
1/7/17,Quickly,SQ *QUICKLY AT WESTBOROUGSouth San FraCA,3.49,debit,Restaurants,Costco Anywhere Visa Card by Citi,,
1/6/17,Nespresso Usa Ny,NESPRESSO USA 888-637-7737 NY,50.5,debit,Groceries,Costco Anywhere Visa Card by Citi,,
1/5/17,Chatime,SQ *CHATIME SAN MATEO CA,4.5,debit,Restaurants,Costco Anywhere Visa Card by Citi,,
1/4/17,Safeway,SAFEWAY STORE 00028787 MILBRAE CA,25.11,debit,Groceries,BankAmericard Travel Rewards Visa Signature,,
1/4/17,Schwab Bank P,SCHWAB BANK      P2P        TYLER FREITAS   WEB ID: 3615220001,21,credit,Income,CHASE COLLEGE,,
1/3/17,Transfer to CHASE COLLEGE,Electronic Withdrawal,21,debit,Transfer,Investor Checking,,
1/3/17,Citi Online Web,CITI CARD ONLINE PAYMENT    132212405931952 WEB ID: CITICTP,212.68,debit,Credit Card Payment,CHASE COLLEGE,,
1/3/17,Citi Online Web,CITI CARD ONLINE PAYMENT    122212550957967 WEB ID: CITICTP,1659,debit,Credit Card Payment,CHASE COLLEGE,,
1/2/17,Trader Joe's,TRADER JOE'S #170 QPS MILLBRAE CA,62.58,debit,Groceries,Costco Anywhere Visa Card by Citi,,
1/1/17,Kwik Serv Westborough,KWIK SERV WESTBOROUGH S SAN FRAN CA,45.67,debit,Gas & Fuel,Costco Anywhere Visa Card by Citi,,
1/1/17,Patreon Ca,PAYPAL *PATREON 402-935-7733 CA,1,debit,Gas & Fuel,Costco Anywhere Visa Card by Citi,,
12/31/16,Seniores Pizza,SENIORES PIZZA SAN BRUNO CA,28.83,debit,Restaurants,Costco Anywhere Visa Card by Citi,,
12/30/16,Safeway,SAFEWAY STORE 00028787 MILBRAE CA,12.3,debit,Groceries,Costco Anywhere Visa Card by Citi,,
12/30/16,Trader Joe's,TRADER JOE'S #170 QPS MILLBRAE CA,85.15,debit,Groceries,Costco Anywhere Visa Card by Citi,,
12/30/16,Transfer from CHASE COLLEGE,"ONLINE PAYMENT, THANK YOU",1659,credit,Credit Card Payment,Citi Simplicity Card,,
12/30/16,Online Thank You,"ONLINE PAYMENT, THANK YOU",212.68,credit,Credit Card Payment,Costco Anywhere Visa Card by Citi,,
12/30/16,San Francisco Parking,SO SAN FRANCISCO PARKING SOUTH SAN FRACA,2.5,debit,Parking,BankAmericard Travel Rewards Visa Signature,,
12/30/16,Fluidigm Cor Osv,Fluidigm Cor-OSV EDI PYMNTSPPD ID: 3263101267,1556.18,credit,Income,CHASE COLLEGE,,
12/30/16,Transfer from CHASE SAVINGS,Online Transfer from SAV ...5920transaction#: 5903775782,225.47,credit,Transfer,CHASE COLLEGE,,
12/30/16,Bk Amer Online,BK OF AMER MC    ONLINE PMT CKF875671084POS WEB ID: 9500000000,78.98,debit,Credit Card Payment,CHASE COLLEGE,,
12/30/16,ATM Deposit,ATM CHECK DEPOSIT 12/30 2248 WESTBOROUGH BLVD SAN FRANCISCO CA,75,credit,Income,CHASE SAVINGS,,
12/30/16,Transfer to CHASE COLLEGE,Online Transfer to CHK ...7150 transaction#: 5903775782,225.47,debit,Transfer,CHASE SAVINGS,,
12/30/16,ACS Education Services,ACS Express Pay  ECHECK PAY 703206085813770 WEB ID: 9525011122,90,debit,Student Loan,CHASE COLLEGE,,
12/29/16,Transfer from CHASE COLLEGE,BA ELECTRONIC PAYMENT,78.98,credit,Credit Card Payment,BankAmericard Travel Rewards Visa Signature,,
12/27/16,ATM Fee,NON-CHASE ATM WITHDRAW005780  12/27994 SARAT,1.5,debit,ATM Fee,CHASE COLLEGE,,
12/27/16,ATM Withdrawal,NON-CHASE ATM WITHDRAW005780  12/27994 SARAT,20,debit,Entertainment,CHASE COLLEGE,,
12/27/16,ATM Fee,NON-CHASE ATM FEE-WITH,2.5,debit,ATM Fee,CHASE COLLEGE,,
12/27/16,Remote Online Deposit,REMOTE ONLINE DEPOSIT #1,50,credit,Income,CHASE SAVINGS,,
12/27/16,Remote Online Deposit,REMOTE ONLINE DEPOSIT #1,100,credit,Income,CHASE SAVINGS,,
12/27/16,Crestmoor Auto Center,CRESTMOOR AUTO CENTER SAN BRUNO CA,41.96,debit,Gas & Fuel,Costco Anywhere Visa Card by Citi,,
12/27/16,Trader Joe's,TRADER JOE'S #170 QPS MILLBRAE CA,46.62,debit,Groceries,Costco Anywhere Visa Card by Citi,,
12/26/16,Safeway,SAFEWAY STORE 00024562 PETALUMA CA,17.92,debit,Groceries,Costco Anywhere Visa Card by Citi,,
12/26/16,Fastrak,FASTRAK CSC 415-486-8655 CA,25,debit,Auto & Transport,BankAmericard Travel Rewards Visa Signature,,
12/26/16,24 Hour Fitness,"24HOUR FITNESS USA,INC 800-432-6348 CA",49.99,debit,Gym,BankAmericard Travel Rewards Visa Signature,,
12/24/16,Philz Coffee South,SQ *PHILZ COFFEE SOUTH SAN FRACA,7,debit,Coffee Shops,Costco Anywhere Visa Card by Citi,,
12/24/16,Starbucks,STARBUCKS STORE 00557 MILLBRAE CA,8.3,debit,Coffee Shops,Costco Anywhere Visa Card by Citi,,
12/24/16,Fuel Westborough,FUEL 24:7 AT WESTBOROUGH SAN FRANCISCOCA,35.27,debit,Gas & Fuel,Costco Anywhere Visa Card by Citi,,
12/23/16,Trader Joe's,TRADER JOE'S #187 QPS SO SAN FRAN CA,3.99,debit,Groceries,BankAmericard Travel Rewards Visa Signature,,
12/23/16,Safeway,SAFEWAY STORE 00028787 MILBRAE CA,54.02,debit,Groceries,Costco Anywhere Visa Card by Citi,,
12/22/16,Citi Online Web,CITI CARD ONLINE PAYMENT    112204027186625 WEB ID: CITICTP,384.17,debit,Credit Card Payment,CHASE COLLEGE,,
12/21/16,ACS Education Services,ACS Express Pay  ECHECK PAY 703006085813770 WEB ID: 9525011122,120,debit,Student Loan,CHASE COLLEGE,,
12/20/16,Online Thank You,"ONLINE PAYMENT, THANK YOU",384.17,credit,Credit Card Payment,Costco Anywhere Visa Card by Citi,,
12/20/16,Paypal Transfer Ppd,PAYPAL           TRANSFERPPD ID: PAYPALSD11,60,credit,Shopping,CHASE COLLEGE,,
12/19/16,Pacific Supermarket,PACIFIC SUPERMARKET SO S SAN FRAN CA,1.59,debit,Groceries,Costco Anywhere Visa Card by Citi,,
12/19/16,ATM Withdrawal,ATM WITHDRAWAL005485  12/17101 WESTE,40,debit,Personal Care,CHASE COLLEGE,,
12/19/16,Arco,ARCO PAYPOINT SOUTH SAN FRA CA12/18,42.98,debit,Gas & Fuel,CHASE COLLEGE,,
12/19/16,Amazon,Amazon.com AMZN.COM/BILLWA,32.56,debit,Shopping,Costco Anywhere Visa Card by Citi,,
12/18/16,Ramen Dojo,RAMEN DOJO SAN MATEO CA,69.16,debit,Restaurants,Costco Anywhere Visa Card by Citi,,
12/17/16,Trader Joe's,TRADER JOE'S #067 QPS SAN MATEO CA,118.14,debit,Groceries,Costco Anywhere Visa Card by Citi,,
12/16/16,Ticketstoday Llc Va,TICKETSTODAY LLC 800-594-8499 VA,157.95,debit,Shopping,Costco Anywhere Visa Card by Citi,,
12/16/16,Pacific Supermarket,PACIFIC SUPERMARKET SO S SAN FRAN CA,6.36,debit,Groceries,Costco Anywhere Visa Card by Citi,,
12/16/16,Bk Amer Online,BK OF AMER MC    ONLINE PMT CKF875671084POS WEB ID: 9500000000,26.99,debit,Credit Card Payment,CHASE COLLEGE,,
12/16/16,Citi Online Web,CITI CARD ONLINE PAYMENT    122199251320024 WEB ID: CITICTP,615.95,debit,Credit Card Payment,CHASE COLLEGE,,
12/15/16,Fluidigm Cor Osv,Fluidigm Cor-OSV EDI PYMNTSPPD ID: 3263101267,1556.16,credit,Income,CHASE COLLEGE,,
12/15/16,Online Thank You,"ONLINE PAYMENT, THANK YOU",615.95,credit,Credit Card Payment,Costco Anywhere Visa Card by Citi,,
12/15/16,Ba Electronic,BA ELECTRONIC PAYMENT,26.99,credit,Credit Card Payment,BankAmericard Travel Rewards Visa Signature,,
12/14/16,Fedloanservicing Stdnt Loan,FEDLOANSERVICING STDNT LOAN 6LIH7P8EP11     WEB ID: 9102000802,50,debit,Student Loan,CHASE COLLEGE,,
12/13/16,Dept Education Student,DEPT EDUCATION   STUDENT LNPPD ID: 9102001001,228.68,debit,Student Loan,CHASE COLLEGE,,
12/12/16,Costco Gas,COSTCO GAS #0422 SOUTH SAN FRACA,33,debit,Gas & Fuel,Costco Anywhere Visa Card by Citi,,
12/12/16,Wf Efs Stdnt,WF EFS STDNT LN  AUTOPAYPPD ID: 2411745897,50.11,debit,Student Loan,CHASE COLLEGE,,
12/11/16,Peet's Coffee,PEET'S #08102 MILLBRAE CA,7.6,debit,Coffee Shops,Costco Anywhere Visa Card by Citi,,
12/11/16,Justingtr Gb,PAYPAL *JUSTINGTR 35314369001 GB,29.65,debit,Shopping,Costco Anywhere Visa Card by Citi,,
12/10/16,Taqueria San Bruno,TAQUERIA SAN BRUNO SAN BRUNO CA,28.91,debit,Restaurants,Costco Anywhere Visa Card by Citi,,
12/10/16,Trader Joe's,TRADER JOE'S #170 QPS MILLBRAE CA,145.22,debit,Groceries,Costco Anywhere Visa Card by Citi,,
12/9/16,Annual Membership Fee,MEMBERSHIP FEE DEC 16-NOV 17,0,credit,Service Fee,Citi Simplicity Card,,
12/8/16,Citi Autopay Ppd,CITI AUTOPAY     PAYMENTPPD ID: CITICARDAP,341,debit,Travel,CHASE COLLEGE,,
12/7/16,Trader Joe's,TRADER JOE'S #170 QPS MILLBRAE CA,32.26,debit,Groceries,Costco Anywhere Visa Card by Citi,,
12/7/16,DMV,STATE OF CALIF DMV INT SC800-7770133 CA,14,debit,Auto & Transport,BankAmericard Travel Rewards Visa Signature,,
12/7/16,Autopay Rautopay Auto,AUTOPAY 999990000052342RAUTOPAY AUTO-PMT,341,credit,Credit Card Payment,Citi Simplicity Card,,
12/5/16,Online Transfer Mo,Online Transfer 5843131438 to Mom #####7213 transaction #: 58431,100,debit,Auto Insurance,CHASE COLLEGE,,
12/5/16,ATM Withdrawal,ATM WITHDRAWAL002660  12/03101 WESTE,40,debit,Personal Care,CHASE COLLEGE,,
